name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T,azero,neutral_ion_type,dissrxn,tag,formula_ox,category_1,category_2
ErF3,NA,ErF3,aq,HSS95,NA,1/21/1998,cal,-376800,-411900,-27.7,-14.6,-33.9,-2.8834,-14.8179,11.564,-2.1663,-2.6893,-6.0166,-0.03,0,4,0,-1.0000 ErF3 1.0000 Er+3 3.0000 F-,,Er+3 3F-,inorganic_aq,
ErF4-,NA,ErF4-,aq,HSS95,NA,1/21/1998,cal,-447100,-503500,-59.3,-75.5,-30.9,-1.5016,-11.4431,10.235,-2.3058,-14.8367,-18.465,2.539,-1,4,0,-1.0000 ErF4- 1.0000 Er+3 4.0000 F-,,Er+3 4F-,inorganic_aq,
ErOH+2,NA,ErOH+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-206000,-218220,-14.6,-20.6,2.6,2.5526,-1.5478,6.3556,-2.7149,5.8637,-7.2307,1.2776,2,4,0,-1.0000 ErOH+2 -1.0000 H+ 1.0000 Er+3 1.0000 H2O,,Er+3 O-2 H+,inorganic_aq,
ErO+,NA,ErO+,aq,HSS95,SLOP98.10,6/2/1998,cal,-194800,-202490,0.6,-61.5,5,2.6315,-1.3551,6.2803,-2.7229,-24.9068,-15.5621,0.5394,1,4,0,-1.0000 ErO+ -2.0000 H+ 1.0000 Er+3 1.0000 H2O,,Er+3 O-2,inorganic_aq,
ErO2H,NA,ErO2H,aq,HSS95,NA,1/21/1998,cal,-240100,-254300,34.8,-103.4,20.4,4.5464,3.3186,4.4476,-2.9161,-54.7085,-24.0971,-0.03,0,4,0,-1.0000 ErO2H -3.0000 H+ 1.0000 Er+3 2.0000 H2O,,Er+3 2O-2 H+,inorganic_aq,
ErO2-,NA,ErO2-,aq,HSS95,SLOP98.10,6/2/1998,cal,-228800,-246130,24,-84,17.7,4.6152,3.4877,4.3792,-2.9231,-31.391,-20.1453,1.2669,-1,4,0,-1.0000 ErO2- -4.0000 H+ 1.0000 Er+3 2.0000 H2O,,Er+3 2O-2,inorganic_aq,
ErNO3+2,NA,ErNO3+2,aq,HSS95,NA,1/21/1998,cal,-186600,-226000,-49.7,26.4,-10.5,1.0128,-5.3011,7.8182,-2.5598,38.1891,2.2996,1.81,2,4,0,-1.0000 ErNO3+2 1.0000 Er+3 1.0000 NO3-,,Er+3 N+5 3O-2,inorganic_aq,
ErHCO3+2,NA,ErHCO3+2,aq,HSS95,NA,1/21/1998,cal,-302600,-332200,-22.6,41.1,-14.8,0.2724,-7.1116,8.5345,-2.4849,43.0537,5.3015,1.4006,2,4,0,-1.0000 ErHCO3+2 1.0000 Er+3 1.0000 HCO3-,,Er+3 H+ C+4 3O-2,inorganic_aq,
ErH2PO4+2,NA,ErH2PO4+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-433100,-482200,-39.3,43.8,-8.2,1.2754,-4.66,7.5655,-2.5863,46.9907,5.8534,1.6556,2,4,0,-1.0000 ErH2PO4+2 1.0000 Er+3 1.0000 HPO4-2 1.0000 H+,,Er+3 2H+ P+5 4O-2,inorganic_aq,
ErCO3+,NA,ErCO3+,aq,HSS95,SLOP98.10,6/2/1998,cal,-297200,-335570,-51.9,-61.1,-24.3,-1.0539,-10.351,9.8086,-2.351,-17.2819,-15.5009,1.348,1,4,0,-1.0000 ErCO3+ 1.0000 Er+3 1.0000 HCO3- -1.0000 H+,,Er+3 C+4 3O-2,inorganic_aq,
ErSO4+,NA,ErSO4+,aq,HSS95,NA,1/21/1998,cal,-342700,-381048,-21.1,-56,-5.3,1.3743,-4.4228,7.4814,-2.5961,-18.7119,-14.4621,0.8683,1,4,0,-1.0000 ErSO4+ 1.0000 Er+3 1.0000 SO4-2,,Er+3 S+6 4O-2,inorganic_aq,
TmCl+2,NA,TmCl+2,aq,HSS95,NA,1/21/1998,cal,-191600,-205300,-33,2.1,-21.7,-0.6062,-9.2588,9.381,-2.3961,21.6825,-2.6303,1.5579,2,4,0,-1.0000 TmCl+2 1.0000 Tm+3 1.0000 Cl-,,Tm+3 Cl-,inorganic_aq,
TmCl2+,NA,TmCl2+,aq,HSS95,NA,1/21/1998,cal,-222600,-244600,-18.7,2.9,2.9,2.4761,-1.7342,6.4282,-2.7072,15.5119,-2.455,0.8334,1,4,0,-1.0000 TmCl2+ 1.0000 Tm+3 2.0000 Cl-,,Tm+3 2Cl-,inorganic_aq,
TmCl3,NA,TmCl3,aq,HSS95,NA,1/21/1998,cal,-253400,-287000,-15.3,-31.7,30.2,5.8915,6.6023,3.158,-3.0518,-12.6987,-9.4955,-0.03,0,4,0,-1.0000 TmCl3 1.0000 Tm+3 3.0000 Cl-,,Tm+3 3Cl-,inorganic_aq,
TmCl4-,NA,TmCl4-,aq,HSS95,NA,1/21/1998,cal,-284200,-333100,-24.2,-101.5,59.8,10.7064,18.361,-1.4676,-3.5379,-35.0588,-23.7519,1.9951,-1,4,0,-1.0000 TmCl4- 1.0000 Tm+3 4.0000 Cl-,,Tm+3 4Cl-,inorganic_aq,
TmF+2,NA,TmF+2,aq,HSS95,NA,1/21/1998,cal,-233800,-243000,-20.3,6.2,-40.7,-3.2867,-15.8018,11.9486,-2.1257,22.3012,-1.7948,1.3642,2,4,0,-1.0000 TmF+2 1.0000 Tm+3 1.0000 F-,,Tm+3 F-,inorganic_aq,
TmF2+,NA,TmF2+,aq,HSS95,NA,1/21/1998,cal,-306000,-325800,-16,12.7,-37.5,-3.0673,-15.2659,11.7377,-2.1478,20.8477,-0.4598,0.7895,1,4,0,-1.0000 TmF2+ 1.0000 Tm+3 2.0000 F-,,Tm+3 2F-,inorganic_aq,
TmF3,NA,TmF3,aq,HSS95,NA,1/21/1998,cal,-376900,-412000,-27.5,-14.6,-33.9,-2.8834,-14.8179,11.564,-2.1663,-2.6893,-6.0166,-0.03,0,4,0,-1.0000 TmF3 1.0000 Tm+3 3.0000 F-,,Tm+3 3F-,inorganic_aq,
TmF4-,NA,TmF4-,aq,HSS95,NA,1/21/1998,cal,-447200,-503600,-59,-75.5,-30.9,-1.5097,-11.4594,10.2349,-2.3052,-15.0561,-18.465,2.5152,-1,4,0,-1.0000 TmF4- 1.0000 Tm+3 4.0000 F-,,Tm+3 4F-,inorganic_aq,
TmOH+2,NA,TmOH+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-206100,-218410,-14.7,-20.5,2.5,2.5389,-1.5805,6.3673,-2.7136,5.9225,-7.2104,1.2776,2,4,0,-1.0000 TmOH+2 -1.0000 H+ 1.0000 Tm+3 1.0000 H2O,,Tm+3 O-2 H+,inorganic_aq,
TmO+,NA,TmO+,aq,HSS95,SLOP98.10,6/2/1998,cal,-194900,-202680,0.5,-61.4,5,2.6339,-1.3489,6.2767,-2.7231,-24.7834,-15.5417,0.5464,1,4,0,-1.0000 TmO+ -2.0000 H+ 1.0000 Tm+3 1.0000 H2O,,Tm+3 O-2,inorganic_aq,
TmO2H,NA,TmO2H,aq,HSS95,NA,10/11/2007,cal,-240300,-254500,34.7,-103.1,20.4,4.5464,3.3186,4.4476,-2.9161,-54.5327,-24.036,-0.03,0,4,0,-1.0000 TmO2H -3.0000 H+ 1.0000 Tm+3 2.0000 H2O,,Tm+3 2O-2 H+,inorganic_aq,
TmO2-,NA,TmO2-,aq,HSS95,SLOP98.10,6/2/1998,cal,-228700,-246120,23.9,-83.7,17.7,4.6152,3.4877,4.3792,-2.9231,-31.2152,-20.0842,1.2669,-1,4,0,-1.0000 TmO2- -4.0000 H+ 1.0000 Tm+3 2.0000 H2O,,Tm+3 2O-2,inorganic_aq,
TmNO3+2,NA,TmNO3+2,aq,HSS95,NA,1/21/1998,cal,-186700,-226000,-49.3,26.4,-10.5,1.0128,-5.3011,7.8182,-2.5598,38.1891,2.2996,1.81,2,4,0,-1.0000 TmNO3+2 1.0000 Tm+3 1.0000 NO3-,,Tm+3 N+5 3O-2,inorganic_aq,
TmHCO3+2,NA,TmHCO3+2,aq,HSS95,NA,1/21/1998,cal,-302600,-332200,-22.4,41.1,-14.8,0.2724,-7.1116,8.5345,-2.4849,43.0537,5.3015,1.4006,2,4,0,-1.0000 TmHCO3+2 1.0000 Tm+3 1.0000 HCO3-,,Tm+3 H+ C+4 3O-2,inorganic_aq,
TmH2PO4+2,NA,TmH2PO4+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-433100,-482200,-39.1,43.8,-8.2,1.2716,-4.6688,7.568,-2.5859,46.8875,5.8534,1.6444,2,4,0,-1.0000 TmH2PO4+2 1.0000 Tm+3 1.0000 HPO4-2 1.0000 H+,,Tm+3 2H+ P+5 4O-2,inorganic_aq,
TmCO3+,NA,TmCO3+,aq,HSS95,NA,1/21/1998,cal,-297300,-312700,-51.6,-61.1,-24.3,-1.0611,-10.3695,9.8181,-2.3502,-17.4772,-15.5009,1.3268,1,4,0,-1.0000 TmCO3+ 1.0000 Tm+3 1.0000 HCO3- -1.0000 H+,,Tm+3 C+4 3O-2,inorganic_aq,
TmSO4+,NA,TmSO4+,aq,HSS95,NA,10/11/2007,cal,-342700,-381120,-21.2,-56,-5.3,1.3743,-4.4228,7.4814,-2.5961,-18.7119,-14.4621,0.8683,1,4,0,-1.0000 TmSO4+ 1.0000 Tm+3 1.0000 SO4-2,,Tm+3 S+6 4O-2,inorganic_aq,
YbCl+2,NA,YbCl+2,aq,HSS95,NA,1/21/1998,cal,-184600,-196900,-31.5,-2.6,-23.3,-0.8419,-9.8331,9.6042,-2.3724,18.7222,-3.5928,1.5372,2,4,0,-1.0000 YbCl+2 1.0000 Yb+3 1.0000 Cl-,,Yb+3 Cl-,inorganic_aq,
YbCl2+,NA,YbCl2+,aq,HSS95,NA,1/21/1998,cal,-215400,-236000,-16.9,-6.3,1,2.2137,-2.3759,6.6832,-2.6807,9.9034,-4.3329,0.8111,1,4,0,-1.0000 YbCl2+ 1.0000 Yb+3 2.0000 Cl-,,Yb+3 2Cl-,inorganic_aq,
YbCl3,NA,YbCl3,aq,HSS95,NA,1/21/1998,cal,-246100,-278100,-12.9,-38.3,28.2,5.6076,5.9109,3.426,-3.0233,-12.8306,-12.6696,-0.03,0,4,0,-1.0000 YbCl3 1.0000 Yb+3 3.0000 Cl-,,Yb+3 3Cl-,inorganic_aq,
YbCl4-,NA,YbCl4-,aq,HSS95,NA,1/21/1998,cal,-276900,-323800,-21,-125.3,57.5,10.3734,17.5486,-1.1496,-3.5044,-49.4701,-28.6028,1.9457,-1,4,0,-1.0000 YbCl4- 1.0000 Yb+3 4.0000 Cl-,,Yb+3 4Cl-,inorganic_aq,
YbF+2,NA,YbF+2,aq,HSS95,NA,1/21/1998,cal,-226900,-234900,-19.5,1.5,-42.4,-3.5184,-16.3679,12.1716,-2.1023,19.4495,-2.7572,1.3552,2,4,0,-1.0000 YbF+2 1.0000 Yb+3 1.0000 F-,,Yb+3 F-,inorganic_aq,
YbF2+,NA,YbF2+,aq,HSS95,NA,1/21/1998,cal,-299100,-317700,-15.2,3.5,-39.4,-3.3257,-15.8931,11.9766,-2.1219,15.3476,-2.3377,0.779,1,4,0,-1.0000 YbF2+ 1.0000 Yb+3 2.0000 F-,,Yb+3 2F-,inorganic_aq,
YbF3,NA,YbF3,aq,HSS95,NA,1/21/1998,cal,-370100,-403900,-26.5,-30.2,-36,-3.1673,-15.5093,11.8317,-2.1377,-11.8214,-9.1906,-0.03,0,4,0,-1.0000 YbF3 1.0000 Yb+3 3.0000 F-,,Yb+3 3F-,inorganic_aq,
YbF4-,NA,YbF4-,aq,HSS95,NA,1/21/1998,cal,-440400,-495300,-57.3,-99.3,-33.2,-1.8339,-12.2511,10.5461,-2.2724,-29.2268,-23.3159,2.492,-1,4,0,-1.0000 YbF4- 1.0000 Yb+3 4.0000 F-,,Yb+3 4F-,inorganic_aq,
YbOH+2,NA,YbOH+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-199300,-210120,-13.1,-22.3,2.8,2.5716,-1.504,6.3438,-2.7167,4.639,-7.577,1.2528,2,4,0,-1.0000 YbOH+2 -1.0000 H+ 1.0000 Yb+3 1.0000 H2O,,Yb+3 O-2 H+,inorganic_aq,
YbO+,NA,YbO+,aq,HSS95,SLOP98.10,10/11/2007,cal,-188200,-195780,-2.2,-63.3,5.3,2.6656,-1.2698,6.2422,-2.7264,-26.1516,-15.9287,0.5188,1,4,0,-1.0000 YbO+ -2.0000 H+ 1.0000 Yb+3 1.0000 H2O,,Yb+3 O-2,inorganic_aq,
YbO2H,NA,YbO2H,aq,HSS95,NA,10/11/2007,cal,-233800,-246500,36.5,-107.2,20.8,4.6011,3.456,4.3859,-2.9218,-56.9357,-24.8711,-0.03,0,4,0,-1.0000 YbO2H -3.0000 H+ 1.0000 Yb+3 2.0000 H2O,,Yb+3 2O-2 H+,inorganic_aq,
YbO2-,NA,YbO2-,aq,HSS95,SLOP98.10,6/2/1998,cal,-221800,-237646.19,25.8,-87.7,18.2,4.6743,3.6324,4.3212,-2.9291,-33.8142,-20.899,1.2392,-1,4,0,-1.0000 YbO2- -4.0000 H+ 1.0000 Yb+3 2.0000 H2O,,Yb+3 2O-2,inorganic_aq,
YbNO3+2,NA,YbNO3+2,aq,HSS95,NA,1/21/1998,cal,-179800,-217600,-47,21.6,-12.2,0.7716,-5.8922,8.0541,-2.5353,35.0774,1.3371,1.7728,2,4,0,-1.0000 YbNO3+2 1.0000 Yb+3 1.0000 NO3-,,Yb+3 N+5 3O-2,inorganic_aq,
YbHCO3+2,NA,YbHCO3+2,aq,HSS95,NA,1/21/1998,cal,-295792,-323900,-20.7,36.3,-16.5,0.0344,-7.6923,8.7622,-2.4609,40.0319,4.339,1.3732,2,4,0,-1.0000 YbHCO3+2 1.0000 Yb+3 1.0000 HCO3-,,Yb+3 H+ C+4 3O-2,inorganic_aq,
YbH2PO4+2,NA,YbH2PO4+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-426300,-473900,-37.31,39.1,-9.8,1.0354,-5.248,7.801,-2.5619,43.9143,4.891,1.6222,2,4,0,-1.0000 YbH2PO4+2 1.0000 Yb+3 1.0000 HPO4-2 1.0000 H+,,Yb+3 2H+ P+5 4O-2,inorganic_aq,
YbCO3+,NA,YbCO3+,aq,HSS95,SLOP98.10,6/2/1998,cal,-290500,-327410,-50.2,-61.1,-24.3,-1.0611,-10.3695,9.8181,-2.3502,-17.4772,-15.5009,1.3268,1,4,0,-1.0000 YbCO3+ 1.0000 Yb+3 1.0000 HCO3- -1.0000 H+,,Yb+3 C+4 3O-2,inorganic_aq,
YbSO4+,NA,YbSO4+,aq,HSS95,SLOP98.10,10/11/2007,cal,-335800,-372900,-20.1,-58.1,-6,1.2745,-4.6665,7.5772,-2.586,-20.0516,-14.8899,0.8565,1,4,0,-1.0000 YbSO4+ 1.0000 Yb+3 1.0000 SO4-2,,Yb+3 S+6 4O-2,inorganic_aq,
LuCl+2,NA,LuCl+2,aq,HSS95,NA,1/21/1998,cal,-190700,-204600,-38.9,7.3,-23.9,-0.882,-9.9277,9.6353,-2.3685,25.5113,-1.5761,1.6444,2,4,0,-1.0000 LuCl+2 1.0000 Lu+3 1.0000 Cl-,,Lu+3 Cl-,inorganic_aq,
LuCl2+,NA,LuCl2+,aq,HSS95,NA,1/21/1998,cal,-221300,-244000,-26.2,13,0.4,2.1736,-2.4767,6.7285,-2.6765,22.4451,-0.3982,0.9437,1,4,0,-1.0000 LuCl2+ 1.0000 Lu+3 2.0000 Cl-,,Lu+3 2Cl-,inorganic_aq,
LuCl3,NA,LuCl3,aq,HSS95,NA,1/21/1998,cal,-251900,-286846,-25.1,-14.7,27.5,5.5129,5.6785,3.5203,-3.0136,-2.6969,-6.0192,-0.03,0,4,0,-1.0000 LuCl3 1.0000 Lu+3 3.0000 Cl-,,Lu+3 3Cl-,inorganic_aq,
LuCl4-,NA,LuCl4-,aq,HSS95,NA,1/21/1998,cal,-282500,-333800,-37.7,-75.4,56.7,10.3535,17.5009,-1.1323,-3.5024,-17.8947,-18.439,2.199,-1,4,0,-1.0000 LuCl4- 1.0000 Lu+3 4.0000 Cl-,,Lu+3 4Cl-,inorganic_aq,
LuF+2,NA,LuF+2,aq,HSS95,NA,1/21/1998,cal,-233300,-241900,-23.6,11.4,-43,-3.573,-16.4994,12.2192,-2.0968,25.8414,-0.7406,1.4192,2,4,0,-1.0000 LuF+2 1.0000 Lu+3 1.0000 F-,,Lu+3 F-,inorganic_aq,
LuF2+,NA,LuF2+,aq,HSS95,NA,1/21/1998,cal,-305600,-324800,-19.2,22.8,-40,-3.3883,-16.0473,12.0392,-2.1155,27.2751,1.5969,0.8449,1,4,0,-1.0000 LuF2+ 1.0000 Lu+3 2.0000 F-,,Lu+3 2F-,inorganic_aq,
LuF3,NA,LuF3,aq,HSS95,NA,1/21/1998,cal,-376563,-411300,-31.8,2.4,-36.7,-3.2619,-15.742,11.9264,-2.1281,7.3122,-2.5402,-0.03,0,4,0,-1.0000 LuF3 1.0000 Lu+3 3.0000 F-,,Lu+3 3F-,inorganic_aq,
LuF4-,NA,LuF4-,aq,HSS95,NA,1/21/1998,cal,-446900,-503800,-66.1,-49.4,-34,-1.8892,-12.387,10.6014,-2.2668,1.382,-13.1521,2.6403,-1,4,0,-1.0000 LuF4- 1.0000 Lu+3 4.0000 F-,,Lu+3 4F-,inorganic_aq,
LuOH+2,NA,LuOH+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-205700,-218340,-21.3,-12.9,1.5,2.4374,-1.8325,6.4754,-2.7031,11.3407,-5.6622,1.3823,2,4,0,-1.0000 LuOH+2 -1.0000 H+ 1.0000 Lu+3 1.0000 H2O,,Lu+3 O-2 H+,inorganic_aq,
LuO+,NA,LuO+,aq,HSS95,SLOP98.10,6/2/1998,cal,-195200,-203450,-6.6,-53.3,3.8,2.5066,-1.6582,6.3957,-2.7104,-19.0294,-13.8917,0.6557,1,4,0,-1.0000 LuO+ -2.0000 H+ 1.0000 Lu+3 1.0000 H2O,,Lu+3 O-2,inorganic_aq,
LuO2H,NA,LuO2H,aq,HSS95,NA,1/21/1998,cal,-240200,-255100,27.1,-85.8,18.5,4.2864,2.6831,4.6987,-2.8898,-44.3938,-20.512,-0.03,0,4,0,-1.0000 LuO2H -3.0000 H+ 1.0000 Lu+3 2.0000 H2O,,Lu+3 2O-2 H+,inorganic_aq,
LuO2-,NA,LuO2-,aq,HSS95,SLOP98.10,6/2/1998,cal,-229200,-247400,15.8,-67,15.6,4.3695,2.8897,4.6099,-2.8984,-20.2927,-16.6824,1.3901,-1,4,0,-1.0000 LuO2- -4.0000 H+ 1.0000 Lu+3 2.0000 H2O,,Lu+3 2O-2,inorganic_aq,
LuNO3+2,NA,LuNO3+2,aq,HSS95,NA,1/21/1998,cal,-186700,-227300,-58.7,31.6,-12.8,0.7523,-5.9353,8.0622,-2.5335,42.431,3.3538,1.9413,2,4,0,-1.0000 LuNO3+2 1.0000 Lu+3 1.0000 NO3-,,Lu+3 N+5 3O-2,inorganic_aq,
LuHCO3+2,NA,LuHCO3+2,aq,HSS95,NA,1/21/1998,cal,-302300,-332400,-29.5,46.3,-17.1,0.0033,-7.7669,8.7884,-2.4578,47.0638,6.3556,1.5067,2,4,0,-1.0000 LuHCO3+2 1.0000 Lu+3 1.0000 HCO3-,,Lu+3 H+ C+4 3O-2,inorganic_aq,
LuH2PO4+2,NA,LuH2PO4+2,aq,HSS95,SLOP98.10,6/2/1998,cal,-432800,-482400,-46.3,49,-10.4,1.006,-5.3207,7.831,-2.5589,50.9918,6.9076,1.7607,2,4,0,-1.0000 LuH2PO4+2 1.0000 Lu+3 1.0000 HPO4-2 1.0000 H+,,Lu+3 2H+ P+5 4O-2,inorganic_aq,
LuCO3+,NA,LuCO3+,aq,HSS95,SLOP98.10,6/2/1998,cal,-296900,-335420,-57.7,-58.8,-25.3,-1.1546,-10.5926,9.8949,-2.341,-15.3205,-15.0324,1.4146,1,4,0,-1.0000 LuCO3+ 1.0000 Lu+3 1.0000 HCO3- -1.0000 H+,,Lu+3 C+4 3O-2,inorganic_aq,
LuSO4+,NA,LuSO4+,aq,HSS95,NA,10/11/2007,cal,-342200,-380630,-26.6,-53.7,-6.2,1.2811,-4.6503,7.5708,-2.5867,-16.5465,-13.9936,0.957,1,4,0,-1.0000 LuSO4+ 1.0000 Lu+3 1.0000 SO4-2,,Lu+3 S+6 4O-2,inorganic_aq,
MgSO4,MgSO4,MgSO4,aq,MS97,SLOP98.11,11/28/1994,cal,-289477,-327367,-13.5,NA,NA,1.9369,-3.0547,6.9554,-2.6526,-6.839,-7.4589,-0.03,0,3,0,-1.0000 MgSO4 1.0000 Mg+2 1.0000 SO4-2,,S+6 Mg+2 4O-2,inorganic_aq,
NaSO4-,NaSO4-,NaSO4-,aq,MS97,SLOP98.11,11/28/1994,cal,-241476,-273733,25.46,NA,NA,6.4638,8.0045,2.597,-3.1098,14.4928,-4.1182,1.2422,-1,4,0,-1.0000 NaSO4- 1.0000 Na+ 1.0000 SO4-2,,S+6 Na+ 4O-2,inorganic_aq,
UOH+2,U(OH)+2,U(OH)+2,aq,SSB97,NA,5/18/1994,cal,-161800,-167700,1.2,-38.6,5.1,2.8136,-0.9087,6.1004,-2.7413,-6.8963,-10.8973,1.0376,2,4,0,-1.0000 UOH+2 -1.0000 H+ 1.0000 U+3 1.0000 H2O,,U+3 H+ O-2,inorganic_aq,
UO+,UO+,UO+,aq,SSB97,NA,5/18/1994,cal,-152900,-153900,17.5,-80.8,7.7,2.9158,-0.6648,6.0168,-2.7514,-38.0715,-19.3305,0.2873,1,4,0,-1.0000 UO+ -2.0000 H+ 1.0000 U+3 1.0000 H2O,,U+3 O-2,inorganic_aq,
HUO2,HUO2,HUO2,aq,SSB97,NA,5/18/1994,cal,-198000,-205100,52.9,-144.6,24.9,5.1622,4.8252,3.8489,-2.9784,-78.8543,-32.4895,-0.03,0,4,0,-1.0000 HUO2 -3.0000 H+ 1.0000 U+3 2.0000 H2O,,U+3 H+ 2O-2,inorganic_aq,
UO2-,NA,UO2-,aq,SSB97,NA,10/11/2007,cal,-183700,-193600,43.3,-123.7,22.5,5.1728,4.8473,3.8491,-2.9793,-57.3622,-28.2322,0.9733,-1,4,0,-1.0000 UO2- -4.0000 H+ 1.0000 U+3 2.0000 H2O,,U+3 2O-2,inorganic_aq,
U(OH)+3,U(OH)+3,U(OH)+3,aq,SSB97,NA,5/18/1994,cal,-182600,-198400,-47.8,17.3,-2.8,2.1611,-2.5064,6.739,-2.6753,37.5484,0.4894,2.3058,3,4,0,-1.0000 U(OH)+3 -1.0000 H+ 1.0000 H2O 1.0000 U+4,,U+4 H+ O-2,inorganic_aq,
UO+2,UO+2,UO+2,aq,SSB97,NA,10/16/2007,cal,-180600,-192100,-33.4,-22.7,-0.4,2.2403,-2.3083,6.6513,-2.6835,7.3127,-7.6585,1.5684,2,4,0,-1.0000 UO+2 -2.0000 H+ 1.0000 H2O 1.0000 U+4,,U+4 O-2,inorganic_aq,
HUO2+,HUO2+,HUO2+,aq,SSB97,NA,5/18/1994,cal,-233200,-254800,-11.4,2,8.9,3.2291,0.1055,5.7039,-2.7833,14.0517,-2.6271,0.7287,1,4,0,-1.0000 HUO2+ -3.0000 H+ 2.0000 H2O 1.0000 U+4,,U+4 H+ 2O-2,inorganic_aq,
UO2,UO2,UO2,aq,SSB97,NA,3/28/1994,cal,-233800,-259700,-26,19.1,5.2,2.4664,-1.7587,6.4404,-2.7062,17.084,0.8561,-0.03,0,4,0,-1.0000 UO2 -4.0000 H+ 1.0000 U+4 2.0000 H2O,,U+4 2O-2,inorganic_aq,
HUO3-,HUO3-,HUO3-,aq,SSB97,NA,5/18/1994,cal,-274100,-321200,-41.3,70.2,4.8,3.1824,-0.0092,5.7491,-2.7785,68.04,11.2651,2.2503,-1,4,0,-1.0000 HUO3- -5.0000 H+ 3.0000 H2O 1.0000 U+4,,U+4 H+ 3O-2,inorganic_aq,
UO2OH,UO2OH,UO2OH,aq,SSB97,NA,5/18/1994,cal,-261600,-295900,-13.9,24.8,14.5,3.739,1.3467,5.2242,-2.8346,20.4246,2.0172,-0.03,0,4,0,-1.0000 UO2OH -1.0000 H+ 1.0000 UO2+ 1.0000 H2O,,U+5 3O-2 H+,inorganic_aq,
UO3-,UO3-,UO3-,aq,SSB97,NA,5/18/1994,cal,-236600,-272600,-19.5,6.7,12.6,4.1388,2.3272,4.8294,-2.8751,27.8024,-1.6697,1.9223,-1,4,0,-1.0000 UO3- -2.0000 H+ 1.0000 UO2+ 1.0000 H2O,,U+5 3O-2,inorganic_aq,
UO2OH+,UO2OH+,UO2OH+,aq,SSB97,NA,5/18/1994,cal,-277250,-301550,4.1,4.3,20.7,4.764,3.8529,4.2318,-2.9382,13.224,-2.1586,0.4925,1,4,0,-1.0000 UO2OH+ -1.0000 H+ 1.0000 UO2+2 1.0000 H2O,,U+6 3O-2 H+,inorganic_aq,
UO3,UO3(AQ),UO3,aq,SSB97,NA,5/18/1994,cal,-270300,-299600,-12.9,-0.8,14.8,3.7801,1.4512,5.1736,-2.8389,5.4213,-3.1975,-0.03,0,4,0,-1.0000 UO3 -2.0000 H+ 1.0000 UO2+2 1.0000 H2O,,U+6 3O-2,inorganic_aq,
HUO4-,HUO4-,HUO4-,aq,SSB97,NA,5/18/1994,cal,-314800,-362900,-20.2,22.1,18.4,4.9364,4.2748,4.0637,-2.9556,36.9351,1.4672,1.9339,-1,4,0,-1.0000 HUO4- -3.0000 H+ 1.0000 UO2+2 2.0000 H2O,,U+6 H+ 4O-2,inorganic_aq,
UO4-2,UO4-2,UO4-2,aq,SSB97,NA,5/18/1994,cal,-296000,-346200,-27.1,-44.4,15.4,5.0964,4.6606,3.9223,-2.9716,13.513,-12.0788,3.6219,-2,4,0,-1.0000 UO4-2 -4.0000 H+ 1.0000 UO2+2 2.0000 H2O,,U+6 4O-2,inorganic_aq,
NaCl,NaCl,NaCl,aq,SSH97,NA,9/16/1997,cal,-92910,-96160,28,8.5,24,5.0364,4.5189,3.9669,-2.9658,10.798,-1.3031,-0.038,0,3,0,-1.0000 NaCl 1.0000 Cl- 1.0000 Na+,,Na+ Cl-,inorganic_aq,
PbCl+,PbCl+,PbCl+,aq,SSH97,NA,9/16/1997,cal,-39050,-38630,28,4.9,8.53,2.9756,-0.513,5.9446,-2.7577,10.2182,-2.0364,0.1281,1,4,0,-1.0000 PbCl+ 1.0000 Cl- 1.0000 Pb+2,,Pb+2 Cl-,inorganic_aq,
PbCl2,PbCl2,PbCl2,aq,SSH97,NA,9/16/1997,cal,-71200,-77700,47,2,35.74,6.6429,8.4416,2.4251,-3.1279,6.9886,-2.6272,-0.038,0,4,0,-1.0000 PbCl2 1.0000 Pb+2 2.0000 Cl-,,Pb+2 2Cl-,inorganic_aq,
PbCl3-,PbCl3-,PbCl3-,aq,SSH97,NA,9/16/1997,cal,-102150,-117700,59,-11.9,66.07,11.0547,19.2141,-1.8089,-3.5733,5.9698,-5.4586,0.7356,-1,4,0,-1.0000 PbCl3- 1.0000 Pb+2 3.0000 Cl-,,Pb+2 3Cl-,inorganic_aq,
NiCl+,NiCl+,NiCl+,aq,SSH97,NA,9/16/1997,cal,-40920,-51400,-17,8.1,-6.63,1.1319,-5.0147,7.714,-2.5716,18.3863,-1.3846,0.8111,1,4,0,-1.0000 NiCl+ 1.0000 Cl- 1.0000 Ni+2,,Ni+2 Cl-,inorganic_aq,
FeCl+,FeCl+,FeCl+,aq,SSH97,NA,9/18/1997,cal,-53030,-61260,-10.06,20.6,1.06,2.1468,-2.5367,6.7401,-2.6741,24.6912,1.1617,0.7003,1,4,0,-1.0000 FeCl+ 1.0000 Cl- 1.0000 Fe+2,,Fe+2 Cl-,inorganic_aq,
